State,Year,Season,Crop,Area,Production,Rainfall
Chhattisgarh,2000,Rabi       ,Urad,1805,392,906.3
Chhattisgarh,2000,Rabi       ,Wheat,14702,9952,906.3
Chhattisgarh,2000,Whole Year ,Banana,10,324,906.3
Chhattisgarh,2000,Whole Year ,Coriander,1283,311,906.3
Chhattisgarh,2000,Whole Year ,Dry chillies,198,49,906.3
Chhattisgarh,2000,Whole Year ,Dry ginger,10,10,906.3
Chhattisgarh,2000,Whole Year ,Onion,128,733,906.3
Chhattisgarh,2000,Whole Year ,Potato,45,300,906.3
Chhattisgarh,2000,Whole Year ,Sannhamp,69,21,906.3
Chhattisgarh,2000,Whole Year ,Sugarcane,102,146,906.3
Chhattisgarh,2000,Whole Year ,Sweet potato,35,217,906.3
Chhattisgarh,2000,Whole Year ,Turmeric,1,1,906.3
Chhattisgarh,2001,Kharif     ,Arhar/Tur,4974,1959,1600.1
Chhattisgarh,2001,Kharif     ,Bajra,6,3,1600.1
Chhattisgarh,2001,Kharif     ,Castor seed,40,12,1600.1
Chhattisgarh,2001,Kharif     ,Groundnut,925,1292,1600.1
Chhattisgarh,2001,Kharif     ,Horse-gram,590,191,1600.1
Chhattisgarh,2001,Kharif     ,Jowar,107,97,1600.1
Chhattisgarh,2001,Kharif     ,Maize,327,185,1600.1
Chhattisgarh,2001,Kharif     ,Mesta,7,14,1600.1
Chhattisgarh,2001,Kharif     ,Moong(Green Gram),202,46,1600.1
Chhattisgarh,2001,Kharif     ,Ragi,16,4,1600.1
Chhattisgarh,2001,Kharif     ,Rice,436807,605170,1600.1
Chhattisgarh,2001,Kharif     ,Sesamum,1172,269,1600.1
Chhattisgarh,2001,Kharif     ,Small millets,15523,3280,1600.1
Chhattisgarh,2001,Kharif     ,Soyabean,2998,1949,1600.1
Chhattisgarh,2001,Kharif     ,Sunflower,443,253,1600.1
Chhattisgarh,2001,Kharif     ,Urad,2464,723,1600.1
Chhattisgarh,2001,Rabi       ,Barley,12,7,1600.1
Chhattisgarh,2001,Rabi       ,Gram,62688,50430,1600.1
Chhattisgarh,2001,Rabi       ,Khesari,138648,73858,1600.1
Chhattisgarh,2001,Rabi       ,Linseed,21274,5707,1600.1
Chhattisgarh,2001,Rabi       ,Masoor,6811,2048,1600.1
Chhattisgarh,2001,Rabi       ,Moong(Green Gram),245,67,1600.1
Chhattisgarh,2001,Rabi       ,Peas & beans (Pulses),756,221,1600.1
Chhattisgarh,2001,Rabi       ,Rapeseed &Mustard,419,113,1600.1
Chhattisgarh,2001,Rabi       ,Safflower,108,26,1600.1
Chhattisgarh,2001,Rabi       ,Urad,2321,494,1600.1
Chhattisgarh,2001,Rabi       ,Wheat,18287,12836,1600.1
Chhattisgarh,2001,Whole Year ,Banana,30,715,1600.1
Chhattisgarh,2001,Whole Year ,Coriander,1455,347,1600.1
Chhattisgarh,2001,Whole Year ,Dry chillies,408,252,1600.1
Chhattisgarh,2001,Whole Year ,Dry ginger,12,12,1600.1
Chhattisgarh,2001,Whole Year ,Garlic,1,3,1600.1
Chhattisgarh,2001,Whole Year ,Onion,169,990,1600.1
Chhattisgarh,2001,Whole Year ,Potato,17,102,1600.1
Chhattisgarh,2001,Whole Year ,Sannhamp,22,8,1600.1
Chhattisgarh,2001,Whole Year ,Sugarcane,167,282,1600.1
Chhattisgarh,2001,Whole Year ,Sweet potato,57,397,1600.1
Chhattisgarh,2001,Whole Year ,Turmeric,2,2,1600.1
Chhattisgarh,2002,Kharif     ,Arhar/Tur,6516,2518,990.2
Chhattisgarh,2002,Kharif     ,Castor seed,9,3,990.2
Chhattisgarh,2002,Kharif     ,Cotton(lint),16,24,990.2
Chhattisgarh,2002,Kharif     ,Groundnut,941,1280,990.2
Chhattisgarh,2002,Kharif     ,Horse-gram,585,169,990.2
Chhattisgarh,2002,Kharif     ,Jowar,97,108,990.2
Chhattisgarh,2002,Kharif     ,Maize,273,249,990.2
Chhattisgarh,2002,Kharif     ,Mesta,29,55,990.2
Chhattisgarh,2002,Kharif     ,Moong(Green Gram),221,50,990.2
Chhattisgarh,2002,Kharif     ,Other Kharif pulses,8,2,990.2
Chhattisgarh,2002,Kharif     ,Ragi,15,4,990.2
Chhattisgarh,2002,Kharif     ,Rice,432904,233410,990.2
Chhattisgarh,2002,Kharif     ,Sesamum,1593,376,990.2
Chhattisgarh,2002,Kharif     ,Small millets,13879,1719,990.2
Chhattisgarh,2002,Kharif     ,Soyabean,4394,2050,990.2
Chhattisgarh,2002,Kharif     ,Sunflower,471,256,990.2
Chhattisgarh,2002,Kharif     ,Urad,2953,747,990.2
Chhattisgarh,2002,Rabi       ,Barley,14,8,990.2
Chhattisgarh,2002,Rabi       ,Gram,66754,45473,990.2
Chhattisgarh,2002,Rabi       ,Horse-gram,126,28,990.2
Chhattisgarh,2002,Rabi       ,Khesari,94683,44830,990.2
Chhattisgarh,2002,Rabi       ,Linseed,15824,4229,990.2
Chhattisgarh,2002,Rabi       ,Masoor,6334,1941,990.2
Chhattisgarh,2002,Rabi       ,Moong(Green Gram),400,81,990.2
Chhattisgarh,2002,Rabi       ,Peas & beans (Pulses),790,240,990.2
Chhattisgarh,2002,Rabi       ,Rapeseed &Mustard,1227,343,990.2
Chhattisgarh,2002,Rabi       ,Safflower,91,21,990.2
Chhattisgarh,2002,Rabi       ,Urad,1737,348,990.2
Chhattisgarh,2002,Rabi       ,Wheat,18396,14399,990.2
Chhattisgarh,2002,Whole Year ,Banana,14,441,990.2
Chhattisgarh,2002,Whole Year ,Coriander,1416,369,990.2
Chhattisgarh,2002,Whole Year ,Dry chillies,318,330,990.2
Chhattisgarh,2002,Whole Year ,Dry ginger,11,13,990.2
Chhattisgarh,2002,Whole Year ,Garlic,1,3,990.2
Chhattisgarh,2002,Whole Year ,Onion,91,550,990.2
Chhattisgarh,2002,Whole Year ,Papaya,23,834,990.2
Chhattisgarh,2002,Whole Year ,Potato,18,117,990.2
Chhattisgarh,2002,Whole Year ,Sannhamp,72,25,990.2
Chhattisgarh,2002,Whole Year ,Sugarcane,104,166,990.2
Chhattisgarh,2002,Whole Year ,Sweet potato,62,348,990.2
Chhattisgarh,2002,Whole Year ,Turmeric,9,9,990.2
Chhattisgarh,2003,Kharif     ,Arhar/Tur,4173,2510,1694.3
Chhattisgarh,2003,Kharif     ,Castor seed,3,1,1694.3
Chhattisgarh,2003,Kharif     ,Cotton(lint),46,78,1694.3
Chhattisgarh,2003,Kharif     ,Groundnut,672,985,1694.3
Chhattisgarh,2003,Kharif     ,Horse-gram,558,197,1694.3
Chhattisgarh,2003,Kharif     ,Jowar,33,30,1694.3
Chhattisgarh,2003,Kharif     ,Maize,286,290,1694.3
Chhattisgarh,2003,Kharif     ,Mesta,17,36,1694.3
Chhattisgarh,2003,Kharif     ,Moong(Green Gram),233,52,1694.3
Chhattisgarh,2003,Kharif     ,Ragi,19,6,1694.3
Chhattisgarh,2003,Kharif     ,Rice,442753,716384,1694.3
Chhattisgarh,2003,Kharif     ,Sesamum,1811,517,1694.3
Chhattisgarh,2003,Kharif     ,Small millets,13727,3289,1694.3
Chhattisgarh,2003,Kharif     ,Soyabean,7081,5259,1694.3
Chhattisgarh,2003,Kharif     ,Sunflower,825,505,1694.3
Chhattisgarh,2003,Kharif     ,Urad,2791,776,1694.3
Chhattisgarh,2003,Rabi       ,Barley,16,16,1694.3
Chhattisgarh,2003,Rabi       ,Gram,74034,80997,1694.3
Chhattisgarh,2003,Rabi       ,Horse-gram,149,44,1694.3
Chhattisgarh,2003,Rabi       ,Khesari,143774,79861,1694.3
Chhattisgarh,2003,Rabi       ,Linseed,18665,5450,1694.3
Chhattisgarh,2003,Rabi       ,Masoor,6814,2364,1694.3
Chhattisgarh,2003,Rabi       ,Moong(Green Gram),261,73,1694.3
Chhattisgarh,2003,Rabi       ,Peas & beans (Pulses),1061,324,1694.3
Chhattisgarh,2003,Rabi       ,Rapeseed &Mustard,800,290,1694.3
Chhattisgarh,2003,Rabi       ,Safflower,235,56,1694.3
Chhattisgarh,2003,Rabi       ,Urad,1990,481,1694.3
Chhattisgarh,2003,Rabi       ,Wheat,19553,15676,1694.3
Chhattisgarh,2003,Whole Year ,Banana,50,1669,1694.3
Chhattisgarh,2003,Whole Year ,Coriander,1294,397,1694.3
Chhattisgarh,2003,Whole Year ,Dry chillies,241,188,1694.3
Chhattisgarh,2003,Whole Year ,Dry ginger,1,1,1694.3
Chhattisgarh,2003,Whole Year ,Garlic,8,27,1694.3
Chhattisgarh,2003,Whole Year ,Onion,244,1392,1694.3
Chhattisgarh,2003,Whole Year ,Papaya,98,4445,1694.3
Chhattisgarh,2003,Whole Year ,Potato,36,194,1694.3
Chhattisgarh,2003,Whole Year ,Sannhamp,34,13,1694.3
Chhattisgarh,2003,Whole Year ,Sugarcane,435,820,1694.3
Chhattisgarh,2003,Whole Year ,Sweet potato,41,281,1694.3
Chhattisgarh,2003,Whole Year ,Turmeric,5,6,1694.3
Chhattisgarh,2004,Kharif     ,Arhar/Tur,4973,2299,1144.5
Chhattisgarh,2004,Kharif     ,Castor seed,42,21,1144.5
Chhattisgarh,2004,Kharif     ,Cotton(lint),396,609,1144.5
Chhattisgarh,2004,Kharif     ,Groundnut,520,823,1144.5
Chhattisgarh,2004,Kharif     ,Horse-gram,669,221,1144.5
Chhattisgarh,2004,Kharif     ,Jowar,44,16,1144.5
Chhattisgarh,2004,Kharif     ,Maize,219,267,1144.5
Chhattisgarh,2004,Kharif     ,Mesta,19,34,1144.5
Chhattisgarh,2004,Kharif     ,Moong(Green Gram),200,51,1144.5
Chhattisgarh,2004,Kharif     ,Other Kharif pulses,3,1,1144.5
Chhattisgarh,2004,Kharif     ,Ragi,20,5,1144.5
Chhattisgarh,2004,Kharif     ,Rice,449635,633535,1144.5
Chhattisgarh,2004,Kharif     ,Sesamum,783,211,1144.5
Chhattisgarh,2004,Kharif     ,Small millets,12540,2341,1144.5
Chhattisgarh,2004,Kharif     ,Soyabean,11734,10056,1144.5
Chhattisgarh,2004,Kharif     ,Sunflower,807,478,1144.5
Chhattisgarh,2004,Kharif     ,Urad,2588,733,1144.5
Chhattisgarh,2004,Rabi       ,Barley,3,3,1144.5
Chhattisgarh,2004,Rabi       ,Gram,89615,45989,1144.5
Chhattisgarh,2004,Rabi       ,Khesari,151434,42394,1144.5
Chhattisgarh,2004,Rabi       ,Linseed,18433,3098,1144.5
Chhattisgarh,2004,Rabi       ,Masoor,7899,1736,1144.5
Chhattisgarh,2004,Rabi       ,Moong(Green Gram),293,70,1144.5
Chhattisgarh,2004,Rabi       ,Peas & beans (Pulses),1036,241,1144.5
Chhattisgarh,2004,Rabi       ,Rapeseed &Mustard,1496,498,1144.5
Chhattisgarh,2004,Rabi       ,Safflower,311,65,1144.5
Chhattisgarh,2004,Rabi       ,Urad,2006,370,1144.5
Chhattisgarh,2004,Rabi       ,Wheat,19156,11590,1144.5
Chhattisgarh,2004,Whole Year ,Banana,7,230,1144.5
Chhattisgarh,2004,Whole Year ,Coriander,1386,279,1144.5
Chhattisgarh,2004,Whole Year ,Dry chillies,205,138,1144.5
Chhattisgarh,2004,Whole Year ,Dry ginger,49,57,1144.5
Chhattisgarh,2004,Whole Year ,Onion,148,695,1144.5
Chhattisgarh,2004,Whole Year ,Potato,25,142,1144.5
Chhattisgarh,2004,Whole Year ,Sannhamp,24,8,1144.5
Chhattisgarh,2004,Whole Year ,Sugarcane,844,1519,1144.5
Chhattisgarh,2004,Whole Year ,Sweet potato,29,185,1144.5
Chhattisgarh,2004,Whole Year ,Turmeric,2,2,1144.5
Chhattisgarh,2005,Kharif     ,Arhar/Tur,4670,2104,1287.2
Chhattisgarh,2005,Kharif     ,Castor seed,39,14,1287.2
Chhattisgarh,2005,Kharif     ,Cotton(lint),192,295,1287.2
Chhattisgarh,2005,Kharif     ,Groundnut,574,880,1287.2
Chhattisgarh,2005,Kharif     ,Horse-gram,689,232,1287.2
Chhattisgarh,2005,Kharif     ,Jowar,67,50,1287.2
Chhattisgarh,2005,Kharif     ,Maize,276,249,1287.2
Chhattisgarh,2005,Kharif     ,Mesta,68,148,1287.2
Chhattisgarh,2005,Kharif     ,Moong(Green Gram),285,62,1287.2
Chhattisgarh,2005,Kharif     ,Other Kharif pulses,4,1,1287.2
Chhattisgarh,2005,Kharif     ,Rice,453535,746241,1287.2
Chhattisgarh,2005,Kharif     ,Sesamum,1720,509,1287.2
Chhattisgarh,2005,Kharif     ,Small millets,7505,1283,1287.2
Chhattisgarh,2005,Kharif     ,Soyabean,18015,14889,1287.2
Chhattisgarh,2005,Kharif     ,Sunflower,794,486,1287.2
Chhattisgarh,2005,Kharif     ,Urad,2637,721,1287.2
Chhattisgarh,2005,Rabi       ,Barley,3,3,1287.2
Chhattisgarh,2005,Rabi       ,Gram,93241,76308,1287.2
Chhattisgarh,2005,Rabi       ,Horse-gram,155,47,1287.2
Chhattisgarh,2005,Rabi       ,Khesari,150476,68474,1287.2
Chhattisgarh,2005,Rabi       ,Linseed,17683,4052,1287.2
Chhattisgarh,2005,Rabi       ,Masoor,7493,3239,1287.2
Chhattisgarh,2005,Rabi       ,Moong(Green Gram),320,87,1287.2
Chhattisgarh,2005,Rabi       ,Peas & beans (Pulses),1303,433,1287.2
Chhattisgarh,2005,Rabi       ,Rapeseed &Mustard,2156,650,1287.2
Chhattisgarh,2005,Rabi       ,Safflower,258,65,1287.2
Chhattisgarh,2005,Rabi       ,Urad,1500,344,1287.2
Chhattisgarh,2005,Rabi       ,Wheat,19090,14396,1287.2
Chhattisgarh,2005,Whole Year ,Banana,170,6079,1287.2
Chhattisgarh,2005,Whole Year ,Coriander,1184,331,1287.2
Chhattisgarh,2005,Whole Year ,Dry chillies,175,56,1287.2
Chhattisgarh,2005,Whole Year ,Dry ginger,27,31,1287.2
Chhattisgarh,2005,Whole Year ,Garlic,8,25,1287.2
Chhattisgarh,2005,Whole Year ,Onion,155,651,1287.2
Chhattisgarh,2005,Whole Year ,Potato,49,321,1287.2
Chhattisgarh,2005,Whole Year ,Sannhamp,30,11,1287.2
Chhattisgarh,2005,Whole Year ,Sugarcane,862,1575,1287.2
Chhattisgarh,2005,Whole Year ,Sweet potato,23,140,1287.2
Chhattisgarh,2006,Kharif     ,Arhar/Tur,6917,2855,1317.7
Chhattisgarh,2006,Kharif     ,Castor seed,8,3,1317.7
Chhattisgarh,2006,Kharif     ,Cotton(lint),59,87,1317.7
Chhattisgarh,2006,Kharif     ,Groundnut,426,594,1317.7
Chhattisgarh,2006,Kharif     ,Horse-gram,341,131,1317.7
Chhattisgarh,2006,Kharif     ,Jowar,109,105,1317.7
Chhattisgarh,2006,Kharif     ,Maize,329,332,1317.7
Chhattisgarh,2006,Kharif     ,Mesta,82,156,1317.7
Chhattisgarh,2006,Kharif     ,Moong(Green Gram),261,64,1317.7
Chhattisgarh,2006,Kharif     ,Niger seed,5,1,1317.7
Chhattisgarh,2006,Kharif     ,Other Kharif pulses,13,4,1317.7
Chhattisgarh,2006,Kharif     ,Potato,6,45,1317.7
Chhattisgarh,2006,Kharif     ,Ragi,13,4,1317.7
Chhattisgarh,2006,Kharif     ,Rice,460930,673868,1317.7
Chhattisgarh,2006,Kharif     ,Sesamum,951,272,1317.7
Chhattisgarh,2006,Kharif     ,Small millets,7134,1301,1317.7
Chhattisgarh,2006,Kharif     ,Soyabean,25500,22631,1317.7
Chhattisgarh,2006,Kharif     ,Sunflower,554,369,1317.7
Chhattisgarh,2006,Kharif     ,Urad,2402,693,1317.7
Chhattisgarh,2006,Rabi       ,Barley,59,30,1317.7
Chhattisgarh,2006,Rabi       ,Gram,91698,86582,1317.7
Chhattisgarh,2006,Rabi       ,Horse-gram,104,29,1317.7
Chhattisgarh,2006,Rabi       ,Khesari,141076,72211,1317.7
Chhattisgarh,2006,Rabi       ,Linseed,15147,3540,1317.7
Chhattisgarh,2006,Rabi       ,Masoor,6526,2227,1317.7
Chhattisgarh,2006,Rabi       ,Moong(Green Gram),381,103,1317.7
Chhattisgarh,2006,Rabi       ,Peas & beans (Pulses),1281,426,1317.7
Chhattisgarh,2006,Rabi       ,Potato,14,53,1317.7
Chhattisgarh,2006,Rabi       ,Rapeseed &Mustard,2078,754,1317.7
Chhattisgarh,2006,Rabi       ,Safflower,267,61,1317.7
Chhattisgarh,2006,Rabi       ,Urad,1683,414,1317.7
Chhattisgarh,2006,Rabi       ,Wheat,18197,15043,1317.7
Chhattisgarh,2006,Whole Year ,Banana,35,1135,1317.7
Chhattisgarh,2006,Whole Year ,Coriander,936,253,1317.7
Chhattisgarh,2006,Whole Year ,Dry chillies,142,66,1317.7
Chhattisgarh,2006,Whole Year ,Dry ginger,31,45,1317.7
Chhattisgarh,2006,Whole Year ,Onion,159,598,1317.7
Chhattisgarh,2006,Whole Year ,Sannhamp,32,12,1317.7
Chhattisgarh,2006,Whole Year ,Sugarcane,1439,2629,1317.7
Chhattisgarh,2006,Whole Year ,Sweet potato,33,224,1317.7
Chhattisgarh,2006,Whole Year ,Turmeric,1,1,1317.7
Chhattisgarh,2007,Kharif     ,Arhar/Tur,4429,2224,1281.2
Chhattisgarh,2007,Kharif     ,Castor seed,12,5,1281.2
Chhattisgarh,2007,Kharif     ,Cotton(lint),38,50,1281.2
Chhattisgarh,2007,Kharif     ,Groundnut,409,657,1281.2
Chhattisgarh,2007,Kharif     ,Horse-gram,481,164,1281.2
Chhattisgarh,2007,Kharif     ,Jowar,46,45,1281.2
Chhattisgarh,2007,Kharif     ,Maize,310,369,1281.2
Chhattisgarh,2007,Kharif     ,Mesta,57,115,1281.2
Chhattisgarh,2007,Kharif     ,Moong(Green Gram),272,68,1281.2
Chhattisgarh,2007,Kharif     ,Other Kharif pulses,5,1,1281.2
Chhattisgarh,2007,Kharif     ,Potato,6,27,1281.2
Chhattisgarh,2007,Kharif     ,Ragi,8,2,1281.2
Chhattisgarh,2007,Kharif     ,Rice,465325,730870,1281.2
Chhattisgarh,2007,Kharif     ,Sesamum,734,217,1281.2
Chhattisgarh,2007,Kharif     ,Small millets,4950,1209,1281.2
Chhattisgarh,2007,Kharif     ,Soyabean,27196,29564,1281.2
Chhattisgarh,2007,Kharif     ,Sunflower,444,296,1281.2
Chhattisgarh,2007,Kharif     ,Urad,2316,656,1281.2
Chhattisgarh,2007,Rabi       ,Barley,63,72,1281.2
Chhattisgarh,2007,Rabi       ,Gram,99197,100976,1281.2
Chhattisgarh,2007,Rabi       ,Horse-gram,484,144,1281.2
Chhattisgarh,2007,Rabi       ,Khesari,140531,366818,1281.2
Chhattisgarh,2007,Rabi       ,Linseed,12371,3538,1281.2
Chhattisgarh,2007,Rabi       ,Masoor,6327,2269,1281.2
Chhattisgarh,2007,Rabi       ,Moong(Green Gram),395,108,1281.2
Chhattisgarh,2007,Rabi       ,Other  Rabi pulses,6,2,1281.2
Chhattisgarh,2007,Rabi       ,Peas & beans (Pulses),1384,483,1281.2
Chhattisgarh,2007,Rabi       ,Potato,16,77,1281.2
Chhattisgarh,2007,Rabi       ,Rapeseed &Mustard,1774,575,1281.2
Chhattisgarh,2007,Rabi       ,Safflower,207,52,1281.2
Chhattisgarh,2007,Rabi       ,Urad,1716,450,1281.2
Chhattisgarh,2007,Rabi       ,Wheat,20165,19428,1281.2
Chhattisgarh,2007,Whole Year ,Banana,115,3728,1281.2
Chhattisgarh,2007,Whole Year ,Coriander,904,249,1281.2
Chhattisgarh,2007,Whole Year ,Dry chillies,160,141,1281.2
Chhattisgarh,2007,Whole Year ,Dry ginger,33,41,1281.2
Chhattisgarh,2007,Whole Year ,Onion,61,226,1281.2
Chhattisgarh,2007,Whole Year ,Sannhamp,21,7,1281.2
Chhattisgarh,2007,Whole Year ,Sugarcane,2546,5162,1281.2
Chhattisgarh,2007,Whole Year ,Sweet potato,22,149,1281.2
Chhattisgarh,2007,Whole Year ,Turmeric,52,45,1281.2
Chhattisgarh,2008,Kharif     ,Arhar/Tur,4842,2755,1108.5
Chhattisgarh,2008,Kharif     ,Castor seed,12,4,1108.5
Chhattisgarh,2008,Kharif     ,Cotton(lint),14,21,1108.5
Chhattisgarh,2008,Kharif     ,Groundnut,333,532,1108.5
Chhattisgarh,2008,Kharif     ,Horse-gram,365,114,1108.5
Chhattisgarh,2008,Kharif     ,Jowar,46,67,1108.5
Chhattisgarh,2008,Kharif     ,Maize,257,271,1108.5
Chhattisgarh,2008,Kharif     ,Mesta,45,90,1108.5
Chhattisgarh,2008,Kharif     ,Moong(Green Gram),244,56,1108.5
Chhattisgarh,2008,Kharif     ,Niger seed,91,16,1108.5
Chhattisgarh,2008,Kharif     ,Ragi,21,6,1108.5
Chhattisgarh,2008,Kharif     ,Rice,464617,420864,1108.5
Chhattisgarh,2008,Kharif     ,Sesamum,603,168,1108.5
Chhattisgarh,2008,Kharif     ,Small millets,4099,605,1108.5
Chhattisgarh,2008,Kharif     ,Soyabean,30516,24659,1108.5
Chhattisgarh,2008,Kharif     ,Sunflower,143,82,1108.5
Chhattisgarh,2008,Kharif     ,Urad,2188,554,1108.5
Chhattisgarh,2008,Rabi       ,Barley,53,53,1108.5
Chhattisgarh,2008,Rabi       ,Gram,87621,84598,1108.5
Chhattisgarh,2008,Rabi       ,Horse-gram,224,73,1108.5
Chhattisgarh,2008,Rabi       ,Khesari,114034,131019,1108.5
Chhattisgarh,2008,Rabi       ,Linseed,6991,1649,1108.5
Chhattisgarh,2008,Rabi       ,Masoor,5112,1744,1108.5
Chhattisgarh,2008,Rabi       ,Moong(Green Gram),271,77,1108.5
Chhattisgarh,2008,Rabi       ,Peas & beans (Pulses),1073,368,1108.5
Chhattisgarh,2008,Rabi       ,Potato,13,47,1108.5
Chhattisgarh,2008,Rabi       ,Rapeseed &Mustard,1993,613,1108.5
Chhattisgarh,2008,Rabi       ,Safflower,211,53,1108.5
Chhattisgarh,2008,Rabi       ,Urad,1242,305,1108.5
Chhattisgarh,2008,Rabi       ,Wheat,19747,18891,1108.5
Chhattisgarh,2008,Whole Year ,Banana,8,271,1108.5
Chhattisgarh,2008,Whole Year ,Coriander,742,204,1108.5
Chhattisgarh,2008,Whole Year ,Dry chillies,149,86,1108.5
Chhattisgarh,2008,Whole Year ,Dry ginger,53,61,1108.5
Chhattisgarh,2008,Whole Year ,Onion,74,331,1108.5
Chhattisgarh,2008,Whole Year ,Sannhamp,18,6,1108.5
Chhattisgarh,2008,Whole Year ,Sugarcane,1566,2952,1108.5
Chhattisgarh,2008,Whole Year ,Sweet potato,47,305,1108.5
Chhattisgarh,2008,Whole Year ,Turmeric,4,3,1108.5
Chhattisgarh,2009,Kharif     ,Arhar/Tur,5656,2796,956.6
Chhattisgarh,2009,Kharif     ,Castor seed,7,2,956.6
Chhattisgarh,2009,Kharif     ,Groundnut,428,793,956.6
Chhattisgarh,2009,Kharif     ,Horse-gram,255,75,956.6
Chhattisgarh,2009,Kharif     ,Jowar,33,41,956.6
Chhattisgarh,2009,Kharif     ,Maize,300,245,956.6
Chhattisgarh,2009,Kharif     ,Mesta,18,36,956.6
Chhattisgarh,2009,Kharif     ,Moong(Green Gram),234,49,956.6
Chhattisgarh,2009,Kharif     ,Ragi,5,1,956.6
Chhattisgarh,2009,Kharif     ,Rice,451263,355753,956.6
Chhattisgarh,2009,Kharif     ,Sesamum,717,294,956.6
Chhattisgarh,2009,Kharif     ,Small millets,3340,485,956.6
Chhattisgarh,2009,Kharif     ,Soyabean,31683,26098,956.6
Chhattisgarh,2009,Kharif     ,Sunflower,290,168,956.6
Chhattisgarh,2009,Kharif     ,Urad,2000,537,956.6
Chhattisgarh,2009,Rabi       ,Barley,48,12,956.6
Chhattisgarh,2009,Rabi       ,Gram,101459,98361,956.6
Chhattisgarh,2009,Rabi       ,Horse-gram,152,38,956.6
Chhattisgarh,2009,Rabi       ,Khesari,89347,43544,956.6
Chhattisgarh,2009,Rabi       ,Linseed,6558,1760,956.6
Chhattisgarh,2009,Rabi       ,Masoor,4832,1453,956.6
Chhattisgarh,2009,Rabi       ,Moong(Green Gram),212,57,956.6
Chhattisgarh,2009,Rabi       ,Other  Rabi pulses,1,6,956.6
Chhattisgarh,2009,Rabi       ,Peas & beans (Pulses),1062,306,956.6
Chhattisgarh,2009,Rabi       ,Rapeseed &Mustard,2221,924,956.6
Chhattisgarh,2009,Rabi       ,Safflower,298,59,956.6
Chhattisgarh,2009,Rabi       ,Urad,1251,302,956.6
Chhattisgarh,2009,Rabi       ,Wheat,24553,23160,956.6
Chhattisgarh,2009,Whole Year ,Banana,126,10126,956.6
Chhattisgarh,2009,Whole Year ,Coriander,627,178,956.6
Chhattisgarh,2009,Whole Year ,Dry chillies,190,184,956.6
Chhattisgarh,2009,Whole Year ,Dry ginger,41,47,956.6
Chhattisgarh,2009,Whole Year ,Onion,158,491,956.6
Chhattisgarh,2009,Whole Year ,Potato,2,9,956.6
Chhattisgarh,2009,Whole Year ,Sannhamp,28,10,956.6
Chhattisgarh,2009,Whole Year ,Sugarcane,1552,7604,956.6
Chhattisgarh,2009,Whole Year ,Sweet potato,55,340,956.6
Chhattisgarh,2010,Kharif     ,Arhar/Tur,6407,2792,1306.6
Chhattisgarh,2010,Kharif     ,Castor seed,2,1,1306.6
Chhattisgarh,2010,Kharif     ,Groundnut,314,556,1306.6
Chhattisgarh,2010,Kharif     ,Horse-gram,238,85,1306.6
Chhattisgarh,2010,Kharif     ,Jowar,50,76,1306.6
Chhattisgarh,2010,Kharif     ,Maize,330,485,1306.6
Chhattisgarh,2010,Kharif     ,Mesta,33,77,1306.6
Chhattisgarh,2010,Kharif     ,Moong(Green Gram),199,50,1306.6
Chhattisgarh,2010,Kharif     ,Rice,462087,844764,1306.6
Chhattisgarh,2010,Kharif     ,Sesamum,779,260,1306.6
Chhattisgarh,2010,Kharif     ,Small millets,2547,493,1306.6
Chhattisgarh,2010,Kharif     ,Soyabean,37298,39291,1306.6
Chhattisgarh,2010,Kharif     ,Sunflower,157,84,1306.6
Chhattisgarh,2010,Kharif     ,Urad,1825,573,1306.6
Chhattisgarh,2010,Rabi       ,Barley,61,37,1306.6
Chhattisgarh,2010,Rabi       ,Gram,101151,96159,1306.6
Chhattisgarh,2010,Rabi       ,Horse-gram,208,62,1306.6
Chhattisgarh,2010,Rabi       ,Khesari,103023,56041,1306.6
Chhattisgarh,2010,Rabi       ,Linseed,6646,1530,1306.6
Chhattisgarh,2010,Rabi       ,Masoor,5208,1747,1306.6
Chhattisgarh,2010,Rabi       ,Moong(Green Gram),257,70,1306.6
Chhattisgarh,2010,Rabi       ,Peas & beans (Pulses),946,299,1306.6
Chhattisgarh,2010,Rabi       ,Rapeseed &Mustard,2418,795,1306.6
Chhattisgarh,2010,Rabi       ,Safflower,174,40,1306.6
Chhattisgarh,2010,Rabi       ,Urad,1466,349,1306.6
Chhattisgarh,2010,Rabi       ,Wheat,26321,26725,1306.6
Chhattisgarh,2010,Whole Year ,Banana,151,4319,1306.6
Chhattisgarh,2010,Whole Year ,Coriander,613,179,1306.6
Chhattisgarh,2010,Whole Year ,Dry chillies,139,91,1306.6
Chhattisgarh,2010,Whole Year ,Dry ginger,19,22,1306.6
Chhattisgarh,2010,Whole Year ,Garlic,13,39,1306.6
Chhattisgarh,2010,Whole Year ,Onion,165,685,1306.6
Chhattisgarh,2010,Whole Year ,Potato,2,13,1306.6
Chhattisgarh,2010,Whole Year ,Sannhamp,39,17,1306.6
Chhattisgarh,2010,Whole Year ,Sugarcane,1408,4334,1306.6
Chhattisgarh,2010,Whole Year ,Sweet potato,61,354,1306.6
Chhattisgarh,2010,Whole Year ,Turmeric,16,29,1306.6
Chhattisgarh,2011,Kharif     ,Arhar/Tur,1400,668,1302.7
Chhattisgarh,2011,Kharif     ,Cotton(lint),34,51,1302.7
